"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Cole Sulser","MIA","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15256"
"Keynan Middleton","ARI","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15264"
"Adam Cimber","TOR","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15288"
"Austin Pruitt","OAK","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15290"
"Steven Brault","CHC","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15291"
"Kevin Herget","TBR","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15369"
"Andrew Heaney","LAD","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15423"
"Matthew Boyd","SEA","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15440"
"Zack Weiss","LAA","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15444"
"Mike Mayers","LAA","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15451"
"Nick Pivetta","BOS","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15454"
"Marco Gonzales","SEA","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15467"
"Lucas Giolito","CHW","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15474"
"Antonio Senzatela","COL","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15488"
"Hunter Harvey","WSN","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15507"
"Kendall Graveman","CHW","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15514"
"Tyler Rogers","SFG","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15541"
"Mark Leiter","CHC","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15551"
"Chad Green","NYY","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15552"
"Nick Wittgren","STL","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15594"
"Phillips Valdez","BOS","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15605"
"Miguel Castro","NYY","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15684"
"Luis Castillo","- - -","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15689"
"Brad Keller","KCR","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15734"
"Joe Jimenez","DET","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15761"
"Devin Williams","MIL","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15816"
"Zack Littell","SFG","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15823"
"Paul Fry","- - -","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15832"
"Sean Manaea","SDP","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15873"
"Luis Severino","NYY","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15890"
"Victor Arano","WSN","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15915"
"Ryne Stanek","HOU","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15947"
"Zach Thompson","PIT","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16094"
"Jordan Romano","TOR","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16122"
"Chris Ellis","BAL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16125"
"Carlos Rodon","SFG","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16137"
"Aaron Nola","PHI","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16149"
"Brandon Woodruff","MIL","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16162"
"Jake Reed","- - -","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16209"
"Kyle Freeland","COL","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16256"
"Aaron Bummer","CHW","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16258"
"Sam Howard","PIT","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16265"
"A.J. Ladwig","MIA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16266"
"John Means","BAL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16269"
"Sam Clay","- - -","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16279"
"Jesus Tinoco","TEX","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16300"
"Gerardo Reyes","LAA","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16306"
"Ryan Borucki","- - -","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16350"
"Tyler Mahle","- - -","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16358"
"Ryan Castellani","OAK","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16377"
"Reynaldo Lopez","CHW","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16400"
"Yonny Chirinos","TBR","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16401"
"Blake Taylor","HOU","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16418"
"Foster Griffin","- - -","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16432"
"James Norwood","PHI","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16440"
"Ryan Yarbrough","TBR","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16502"
"Jordan Montgomery","- - -","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16511"
"Dusten Knight","TBR","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16537"
"Austin Gomber","COL","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16561"
"Erik Swanson","SEA","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16587"
"Bryan Abreu","HOU","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16609"
"J.P. Feyereisen","TBR","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16610"
"Jeff Brigham","MIA","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16631"
"Ryan Thompson","TBR","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16647"
"Julian Merryweather","TOR","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16703"
"Vinny Nittoli","PHI","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16754"
"Tim Hill","SDP","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16814"
"Brennan Bernardino","SEA","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16835"
"Locke St. John","CHC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16850"
"Reed Garrett","WSN","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16866"
"Eric Stout","- - -","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16873"
"Luke Weaver","- - -","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16918"
"Touki Toussaint","LAA","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16929"
"Elieser Hernandez","MIA","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16933"
"Luis Ortiz","SFG","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16942"
"Sean Newcomb","- - -","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16943"
"Trevor Williams","NYM","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16977"
"Daniel Mengden","KCR","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16980"
"Tyler Beede","- - -","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16981"
"Tanner Banks","CHW","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16990"
"Sean Reid-Foley","NYM","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17034"
"Pablo Lopez","MIA","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17085"
"Domingo Acevedo","OAK","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17092"
"Austin Davis","- - -","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17117"
"Raisel Iglesias","- - -","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17130"
"Domingo German","NYY","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17149"
"Jose Castillo","SDP","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17169"
"Gabe Speier","KCR","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17170"
"Bubby Rossman","PHI","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17179"
"Yoan Lopez","NYM","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17181"
"Dinelson Lamet","- - -","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17186"
"Jalen Beeks","TBR","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17192"
"Austin Brice","PIT","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17237"
"Sam Coonrod","PHI","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17264"
"Ranger Suarez","PHI","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17277"
"Michael Kopech","CHW","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17282"
"Justus Sheffield","SEA","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17285"
"Javy Guerra","- - -","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17292"
"Framber Valdez","HOU","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17295"
"Luis Liberato","SDP","7","5","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","17307"
"Justin Steele","CHC","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17312"
"Brett Martin","TEX","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17369"
"Matt Gage","TOR","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17381"
"Erick Fedde","WSN","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17425"
"Jeff Hoffman","CIN","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17432"
"Jonathan Hernandez","TEX","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17464"
"Jack Flaherty","STL","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17479"
"Daniel Duarte","CIN","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17480"
"Albert Abreu","- - -","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17485"
"Spenser Watkins","BAL","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17489"
"Genesis Cabrera","STL","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17490"
"Diego Castillo","SEA","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17496"
"Ryan Burr","CHW","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17536"
"Jimmy Herget","LAA","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17556"
"JT Brubaker","PIT","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17578"
"Marcos Diplan","BAL","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17583"
"Tanner Scott","MIA","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17586"
"Mitch Keller","PIT","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17594"
"Cristian Javier","HOU","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17606"
"Tanner Rainey","WSN","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17610"
"Taylor Clarke","KCR","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17611"
"Justin Lawrence","COL","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17639"
"Jeffrey Springs","TBR","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17677"
"Ralph Garza","TBR","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17682"
"Jose Cuas","KCR","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17701"
"Trevor Megill","MIN","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17722"
"Nabil Crismatt","SDP","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17732"
"Evan Phillips","LAD","64","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","17734"
"Tyler Alexander","DET","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17735"
"Josh Lester","DET","2","5","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","17737"
"Drew Smith","NYM","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17755"
"D.J. Stewart","BAL","3","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","17766"
"Jose Alvarado","PHI","59","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","17780"
"Jake Brentz","KCR","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17783"
"Dillon Tate","BAL","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17796"
"Drew Jackson","OAK","3","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","17807"
"Adbert Alzolay","CHC","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17859"
"Ian Gibaut","- - -","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17871"
"Nestor Cortes","NYY","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17874"
"Dennis Santana","TEX","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17878"
"Tayler Saucedo","TOR","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17888"
"Garrett Cleavinger","- - -","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17897"
"Trent Thornton","TOR","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17948"
"Tyler Gilbert","ARI","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17964"
"Brock Burke","TEX","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17968"
"Scott Kingery","PHI","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17975"
"Logan Webb","SFG","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17995"
"Pete Fairbanks","TBR","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17998"
"Triston McKenzie","CLE","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18000"
"Phil Maton","HOU","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18064"
"Cody Stashak","MIN","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18088"
"Ka'ai Tom","SFG","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18136"
"Ryan Helsley","STL","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18138"
"Anthony Misiewicz","- - -","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18152"
"James Naile","STL","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18186"
"Art Warren","CIN","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18251"
"Jarlin Garcia","SFG","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18282"
"Tyler Kinley","COL","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18297"
"Josh Sborz","TEX","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18323"
"Taylor Hearn","TEX","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18325"
"James Kaprielian","OAK","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18331"
"Alex Young","- - -","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18333"
"Josh Staumont","KCR","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18335"
"Jaime Barria","LAA","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18356"
"Connor Overton","CIN","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18376"
"Scott Effross","- - -","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18384"
"Travis Blankenhorn","NYM","1","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","18395"
"Enyel De Los Santos","CLE","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18403"
"Jose Urquidy","HOU","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18413"
"Tyler Cyr","- - -","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18421"
"Danny Young","- - -","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18439"
"Trevor Kelley","MIL","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18454"
"Junior Fernandez","- - -","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18496"
"Josh Rogers","WSN","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18510"
"Phil Bickford","LAD","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18519"
"Dylan Cease","CHW","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18525"
"Sam Hentges","CLE","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18548"
"Logan Allen","- - -","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18555"
"Anderson Espinoza","CHC","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18593"
"Travis Lakins Sr.","BAL","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18600"
"Donny Sands","PHI","3","3","4","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0",".000","18603"
"A.J. Minter","ATL","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18655"
"Jake Woodford","STL","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18674"
"Freddy Peralta","MIL","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18679"
"Sandy Alcantara","MIA","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18684"
"Kolby Allard","TEX","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18694"
"Nick Neidert","MIA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18699"
"Cody Poteet","MIA","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18769"
"Dillon Peters","PIT","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18790"
"Drew Steckenrider","SEA","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18806"
"Miguel Diaz","DET","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18815"
"Pedro Avila","SDP","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18864"
"Yusniel Diaz","BAL","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","18905"
"Tommy Nance","MIA","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19178"
"Kirby Snead","OAK","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19179"
"Robert Dugger","- - -","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19191"
"Conner Menez","CHC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19199"
"Jose Quijada","LAA","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19200"
"Dakota Hudson","STL","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19206"
"Mitch White","- - -","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19225"
"Cole Irvin","OAK","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19244"
"Seranthony Dominguez","PHI","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19249"
"Ian Hamilton","MIN","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19261"
"Thomas Hatch","TOR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19264"
"Taylor Widener","ARI","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19266"
"Justin Dunn","CIN","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19268"
"T.J. Zeuch","CIN","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19269"
"Vladimir Gutierrez","CIN","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19278"
"Kyle Dowdy","CIN","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19285"
"Zac Gallen","ARI","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19291"
"Trevor Richards","TOR","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19309"
"Cal Quantrill","CLE","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19312"
"Eric Lauer","MIL","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19316"
"Matthew Festa","SEA","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19330"
"A.J. Puk","OAK","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19343"
"Daulton Jefferies","OAK","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19345"
"Caleb Ferguson","LAD","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19349"
"Dean Kremer","BAL","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19350"
"Cody Sedlock","BAL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19357"
"Corbin Burnes","MIL","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19361"
"Keegan Akin","BAL","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19362"
"Walker Buehler","LAD","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19374"
"Tony Gonsolin","LAD","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19388"
"Colin Poche","TBR","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19403"
"Ronel Blanco","HOU","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19407"
"Dane Dunning","TEX","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19409"
"Shane Bieber","CLE","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19427"
"Yohan Ramirez","- - -","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19444"
"Patrick Sandoval","LAA","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19447"
"Shaun Anderson","TOR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19453"
"Michael Rucker","CHC","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19454"
"Bryan Garcia","DET","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19457"
"Jorge Alcala","MIN","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19459"
"Aaron Civale","CLE","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19479"
"Andrew Vasquez","- - -","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19482"
"Devin Smeltzer","MIN","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19487"
"Zach Jackson","OAK","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19493"
"Raynel Espinal","CIN","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19516"
